invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id
100917,Body Care and Hygiene,Deodorant,4,21.71,54,825,2023-12-19,6
100918,Hair Care,Conditioner,1,43.15,14,736,2024-04-25,3
100919,Hair Care,Hair Oil,2,45.62,27,761,2024-04-16,5
100920,Skin Care,Face Wash,4,43.67,6,821,2022-10-28,4
100921,Body Care and Hygiene,Hand Sanitizer,4,16.16,16,271,2024-04-03,6
100922,Skin Care,Face Wash,1,69.81,16,797,2023-07-18,5
100923,Hair Care,Hair Oil,4,23.76,3,949,2024-11-26,1
100924,Body Care and Hygiene,Hand Sanitizer,2,26.69,11,103,2020-10-11,3
100925,Skin Care,Face Wash,4,74.6,18,907,2022-02-26,3
100926,Body Care and Hygiene,Deodorant,1,7.47,32,160,2023-11-12,2
100927,Oral Care,Toothpaste,1,9.39,56,142,2024-02-08,1
100928,Hair Care,Shampoo,4,14.06,38,364,2024-06-12,10
100929,Hair Care,Shampoo,1,11.73,56,59,2021-04-23,10
100930,Skin Care,Face Wash,4,46.78,22,307,2023-03-31,4
100931,Skin Care,Face Wash,1,57.56,50,950,2021-06-04,1
100932,Body Care and Hygiene,Body Lotion,1,9.64,41,717,2023-07-24,10
100933,Skin Care,Moisturizer,3,93.99,26,181,2025-02-07,1
100934,Hair Care,Shampoo,2,22.76,43,185,2020-10-08,5
100935,Skin Care,Sunscreen,4,36.03,55,776,2021-11-21,5
100936,Hair Care,Shampoo,4,36.87,4,517,2020-12-22,2
100937,Body Care and Hygiene,Hand Sanitizer,4,19.99,40,745,2021-03-06,7
100938,Hair Care,Conditioner,2,8.68,57,631,2021-02-02,3
100939,Hair Care,Shampoo,2,38.08,27,43,2021-02-03,1
100940,Skin Care,Lip Balm,1,14.89,18,868,2020-05-30,4
100941,Skin Care,Sunscreen,3,64.26,60,655,2023-12-17,3
100942,Skin Care,Moisturizer,1,39.66,23,133,2023-02-22,6
100943,Body Care and Hygiene,Deodorant,1,22.59,22,788,2022-08-10,3
100944,Skin Care,Moisturizer,4,49.03,59,811,2021-05-29,10
100945,Skin Care,Lip Balm,3,30.58,39,440,2020-08-03,2
100946,Hair Care,Conditioner,1,29.97,3,295,2024-08-07,8
100947,Skin Care,Sunscreen,1,99.84,35,154,2023-10-05,10
100948,Hair Care,Shampoo,3,13.87,42,734,2021-11-19,6
100949,Hair Care,Conditioner,2,16.01,24,840,2022-01-07,3
100950,Body Care and Hygiene,Deodorant,4,4.61,53,896,2020-12-21,10
100951,Body Care and Hygiene,Body Lotion,3,7.44,42,373,2024-02-17,1
100952,Skin Care,Moisturizer,1,41.9,40,377,2020-02-26,4
100953,Skin Care,Sunscreen,2,12.96,18,1000,2024-11-20,4
100954,Oral Care,Toothpaste,1,19.46,3,276,2022-04-14,6
100955,Skin Care,Sunscreen,1,43.69,35,162,2024-12-21,9
100956,Body Care and Hygiene,Hand Sanitizer,1,24.51,50,381,2022-04-16,1
100957,Body Care and Hygiene,Deodorant,2,25.72,39,641,2021-01-20,1
100958,Skin Care,Lip Balm,1,15.5,26,644,2024-08-08,7
100959,Hair Care,Shampoo,2,20.87,2,565,2023-05-06,8
100960,Hair Care,Shampoo,2,13.48,6,688,2020-02-07,2
100961,Body Care and Hygiene,Hand Sanitizer,3,13.9,26,230,2022-05-21,3
100962,Body Care and Hygiene,Body Lotion,1,26.94,57,345,2024-02-16,7
100963,Body Care and Hygiene,Body Lotion,2,10.91,11,612,2020-09-13,4
100964,Skin Care,Sunscreen,1,29.51,59,194,2022-06-23,8
100965,Skin Care,Lip Balm,2,81.04,37,826,2023-04-06,10
100966,Skin Care,Sunscreen,2,44.06,21,981,2023-10-10,4
100967,Oral Care,Toothpaste,4,3.19,57,298,2021-11-22,9
100968,Oral Care,Mouthwash,3,15.64,20,424,2024-04-12,7
100969,Skin Care,Moisturizer,4,85.56,42,337,2020-08-06,5
100970,Body Care and Hygiene,Deodorant,3,13.05,57,990,2023-02-18,1
100971,Body Care and Hygiene,Body Lotion,3,9.04,39,888,2021-12-22,2
100972,Hair Care,Shampoo,4,14.07,47,857,2020-02-21,6
100973,Hair Care,Shampoo,3,39.49,32,552,2022-07-12,4
100974,Oral Care,Mouthwash,2,5.37,43,868,2020-05-12,6
100975,Hair Care,Shampoo,4,20.31,23,434,2025-01-11,8
100976,Oral Care,Toothpaste,1,11.9,5,796,2022-11-01,2
100977,Skin Care,Lip Balm,2,53.06,9,427,2023-12-02,4
100978,Skin Care,Moisturizer,1,83.45,10,565,2024-06-30,4
100979,Hair Care,Hair Oil,4,46.46,23,592,2024-11-02,7
100980,Body Care and Hygiene,Hand Sanitizer,1,4.61,1,226,2024-05-10,5
100981,Oral Care,Toothpaste,3,15.37,19,894,2020-09-16,1
100982,Skin Care,Sunscreen,4,63.74,41,6,2020-10-09,5
100983,Hair Care,Conditioner,3,39.46,25,542,2020-04-25,5
100984,Skin Care,Moisturizer,1,94.16,27,339,2025-02-05,7
100985,Hair Care,Shampoo,4,7.41,9,247,2021-06-11,5
100986,Hair Care,Conditioner,1,29.38,53,358,2024-04-18,3
100987,Body Care and Hygiene,Hand Sanitizer,2,29.77,60,263,2022-03-12,5
100988,Skin Care,Face Wash,1,89.28,46,550,2020-06-16,8
100989,Hair Care,Hair Oil,3,18.4,5,409,2022-01-15,1
100990,Skin Care,Moisturizer,1,68.8,28,710,2023-10-03,3
100991,Skin Care,Moisturizer,4,84.22,16,209,2022-11-22,10
100992,Body Care and Hygiene,Body Lotion,1,15.98,10,668,2020-04-11,8
100993,Skin Care,Lip Balm,4,15.45,45,869,2024-07-08,5
100994,Oral Care,Mouthwash,2,16.19,39,547,2023-01-16,7
100995,Hair Care,Shampoo,2,28.91,24,583,2023-11-20,1
100996,Skin Care,Sunscreen,4,98.21,46,16,2023-11-24,10
100997,Hair Care,Hair Oil,4,35.92,44,153,2023-04-03,3
100998,Oral Care,Mouthwash,1,17.24,55,577,2021-01-05,5
100999,Hair Care,Shampoo,1,14.36,23,926,2023-02-04,7
101000,Hair Care,Hair Oil,2,49.76,25,306,2025-02-03,7
101001,Oral Care,Mouthwash,2,9.09,11,828,2024-01-03,7
101002,Hair Care,Conditioner,3,17.9,28,967,2021-05-19,4
101003,Skin Care,Face Wash,4,48.4,34,646,2023-03-10,8
101004,Oral Care,Toothpaste,4,17.71,57,60,2020-09-18,6
101005,Skin Care,Moisturizer,2,53.01,33,23,2020-12-11,8
101006,Hair Care,Shampoo,3,7.87,56,53,2023-02-01,3
101007,Skin Care,Sunscreen,4,67.43,22,712,2021-09-25,7
101008,Hair Care,Conditioner,2,25.51,18,452,2020-02-26,1
101009,Body Care and Hygiene,Hand Sanitizer,3,29.98,47,190,2021-02-26,7
101010,Hair Care,Conditioner,2,17.23,45,790,2024-03-15,8
101011,Body Care and Hygiene,Deodorant,3,11.64,28,405,2022-09-25,8
101012,Hair Care,Shampoo,2,29.03,41,271,2021-08-29,8
101013,Oral Care,Mouthwash,3,18.11,48,459,2022-09-04,3
101014,Skin Care,Lip Balm,2,30.65,37,906,2021-08-06,7
101015,Hair Care,Shampoo,3,42.53,3,149,2020-01-18,5
101016,Skin Care,Moisturizer,3,10.37,7,429,2024-04-27,6
101017,Oral Care,Mouthwash,1,14.98,7,653,2021-02-21,6
101018,Skin Care,Face Wash,1,59.76,29,1000,2020-09-18,3
101019,Hair Care,Shampoo,4,40.09,30,318,2022-05-02,10
101020,Body Care and Hygiene,Deodorant,2,6.77,20,608,2023-02-11,4
101021,Body Care and Hygiene,Hand Sanitizer,4,22.06,20,257,2022-10-14,10
101022,Body Care and Hygiene,Deodorant,4,3.1,48,103,2024-02-04,7
101023,Body Care and Hygiene,Hand Sanitizer,4,10.78,49,970,2020-11-29,3
101024,Hair Care,Shampoo,3,26.37,57,572,2023-02-08,3
101025,Oral Care,Mouthwash,3,17.16,24,910,2024-10-04,5
101026,Skin Care,Moisturizer,3,14.78,50,573,2022-04-07,10
101027,Hair Care,Shampoo,3,9.6,3,176,2024-05-04,9
101028,Skin Care,Lip Balm,2,91.45,54,786,2022-01-13,2
101029,Body Care and Hygiene,Body Lotion,4,24.3,40,956,2021-10-12,5
101030,Oral Care,Mouthwash,2,14.15,2,575,2024-12-05,9
101031,Skin Care,Moisturizer,3,89.96,48,475,2021-04-24,2
101032,Body Care and Hygiene,Body Lotion,2,4.79,53,11,2022-11-01,10
101033,Skin Care,Lip Balm,1,52.19,17,72,2024-03-15,2
101034,Hair Care,Shampoo,2,17.24,18,968,2024-11-22,5
101035,Body Care and Hygiene,Body Lotion,3,23.23,2,472,2021-10-09,7
101036,Body Care and Hygiene,Deodorant,1,16.67,41,340,2023-10-18,2
101037,Skin Care,Face Wash,1,49.4,11,104,2021-06-26,2
101038,Skin Care,Moisturizer,3,72.15,11,127,2022-09-12,9
101039,Hair Care,Shampoo,2,36.24,50,112,2023-05-27,2
101040,Oral Care,Toothpaste,2,3.95,36,61,2023-09-22,7
101041,Hair Care,Conditioner,4,16.1,3,449,2022-07-20,9
101042,Hair Care,Shampoo,2,29.52,12,973,2023-07-12,8
101043,Skin Care,Sunscreen,4,42.29,38,835,2023-03-14,3
101044,Body Care and Hygiene,Deodorant,3,13.54,10,436,2023-11-18,1
101045,Body Care and Hygiene,Deodorant,2,28.24,2,890,2021-01-09,5
101046,Oral Care,Mouthwash,1,3.06,33,445,2020-02-23,7
101047,Hair Care,Conditioner,2,46.59,16,745,2022-10-02,4
101048,Skin Care,Sunscreen,3,51.53,22,807,2024-02-17,4
101049,Body Care and Hygiene,Deodorant,2,27.69,14,673,2022-01-04,6
101050,Skin Care,Sunscreen,1,32.25,41,682,2022-02-27,5
101051,Hair Care,Conditioner,3,38.17,22,570,2024-03-07,6
101052,Skin Care,Face Wash,2,59.55,8,768,2020-04-22,6
101053,Skin Care,Moisturizer,2,74.8,28,408,2023-02-06,3
101054,Skin Care,Moisturizer,2,44.2,54,276,2023-10-31,8
101055,Skin Care,Lip Balm,3,70.74,1,384,2025-01-02,1
101056,Hair Care,Shampoo,2,28.03,40,20,2020-10-17,5
101057,Oral Care,Toothpaste,2,2.68,15,33,2024-07-26,3
101058,Hair Care,Conditioner,3,36.12,28,8,2023-11-18,4
101059,Skin Care,Moisturizer,1,88.52,11,818,2024-06-22,8
101060,Skin Care,Sunscreen,2,79.78,13,542,2023-12-31,4
101061,Skin Care,Lip Balm,3,80.06,17,248,2023-06-25,10
101062,Skin Care,Sunscreen,2,79.11,59,235,2020-01-10,10
101063,Skin Care,Moisturizer,4,38.86,41,575,2024-05-12,8
101064,Body Care and Hygiene,Deodorant,4,21.42,45,162,2020-09-19,10
101065,Oral Care,Mouthwash,1,17.59,11,706,2021-11-08,8
101066,Oral Care,Mouthwash,4,11.77,25,648,2021-10-18,10
101067,Oral Care,Mouthwash,4,15.96,5,194,2020-05-22,3
101068,Body Care and Hygiene,Deodorant,3,18.83,23,649,2021-07-27,4
101069,Skin Care,Sunscreen,1,74.27,52,609,2020-12-24,7
101070,Body Care and Hygiene,Body Lotion,1,15.44,16,562,2024-12-22,7
101071,Oral Care,Mouthwash,4,5.07,35,389,2022-09-20,4
101072,Skin Care,Face Wash,1,99.41,51,173,2023-02-27,10
101073,Hair Care,Hair Oil,3,22.53,4,358,2023-06-02,1
101074,Oral Care,Mouthwash,2,8.37,31,587,2020-02-02,3
101075,Body Care and Hygiene,Body Lotion,4,24.61,33,199,2023-04-18,7
101076,Oral Care,Toothpaste,2,15.8,14,963,2024-09-18,10
101077,Hair Care,Hair Oil,2,19.12,36,349,2020-12-13,2
101078,Hair Care,Shampoo,3,36.5,45,485,2020-02-11,3
101079,Body Care and Hygiene,Deodorant,3,20.42,33,252,2022-09-17,9
101080,Hair Care,Shampoo,1,47.7,17,49,2023-08-11,4
101081,Oral Care,Mouthwash,2,3.96,5,996,2021-01-09,5
101082,Body Care and Hygiene,Body Lotion,2,5.65,40,991,2024-04-19,8
101083,Oral Care,Mouthwash,2,13.91,46,745,2024-01-11,3
101084,Body Care and Hygiene,Hand Sanitizer,3,19.7,33,744,2023-12-14,3
101085,Hair Care,Conditioner,2,20.77,16,526,2024-12-04,6
101086,Hair Care,Hair Oil,4,28.38,39,44,2020-09-25,5
101087,Skin Care,Sunscreen,2,94.73,55,47,2024-06-07,8
101088,Skin Care,Lip Balm,2,72.51,11,52,2022-10-30,3
101089,Body Care and Hygiene,Deodorant,4,9.78,32,416,2020-02-14,8
101090,Skin Care,Lip Balm,2,85.1,26,680,2024-02-05,10
101091,Skin Care,Face Wash,2,54.7,23,967,2023-06-28,4
101092,Hair Care,Hair Oil,3,31.6,30,219,2021-09-16,4
101093,Body Care and Hygiene,Deodorant,3,22.9,20,87,2022-03-24,2
101094,Hair Care,Hair Oil,4,22.14,18,595,2022-02-08,3
101095,Body Care and Hygiene,Hand Sanitizer,3,3.46,20,190,2022-07-12,2
101096,Hair Care,Hair Oil,3,8.25,56,572,2021-01-12,6
101097,Skin Care,Lip Balm,1,59.55,22,210,2020-02-17,2
101098,Skin Care,Face Wash,1,90.37,9,577,2024-12-14,5
101099,Skin Care,Lip Balm,2,92.5,45,843,2024-11-10,8
101100,Skin Care,Moisturizer,1,33.23,52,127,2023-06-26,10
101101,Skin Care,Face Wash,3,66.21,55,349,2022-07-08,6
101102,Body Care and Hygiene,Hand Sanitizer,4,14.85,15,792,2022-02-03,5
101103,Oral Care,Toothpaste,4,15.58,57,118,2024-11-07,8
101104,Oral Care,Mouthwash,2,6.92,30,58,2021-03-16,4
101105,Body Care and Hygiene,Body Lotion,4,20.73,5,582,2024-07-01,5
101106,Skin Care,Face Wash,2,26.85,25,514,2021-02-15,1
101107,Oral Care,Mouthwash,4,9.35,36,957,2021-07-15,1
101108,Body Care and Hygiene,Hand Sanitizer,2,19.82,60,294,2020-01-06,2
101109,Hair Care,Shampoo,4,13.65,50,617,2021-12-11,2
101110,Oral Care,Toothpaste,2,8.46,56,995,2024-08-18,10
101111,Hair Care,Hair Oil,4,18.83,4,65,2024-02-06,2
101112,Skin Care,Face Wash,3,33.33,35,854,2025-02-02,6
101113,Body Care and Hygiene,Body Lotion,4,21.31,12,783,2020-05-27,3
101114,Skin Care,Moisturizer,4,25.71,38,287,2021-05-09,7
101115,Body Care and Hygiene,Deodorant,1,3.75,46,389,2020-04-21,10
101116,Skin Care,Moisturizer,1,44.21,22,637,2024-11-09,7
101117,Hair Care,Shampoo,2,47.32,4,269,2023-11-25,5
101118,Oral Care,Mouthwash,3,16.78,27,435,2023-03-17,7
101119,Oral Care,Toothpaste,2,4.2,29,756,2020-07-30,8
101120,Hair Care,Hair Oil,2,13.54,49,45,2020-10-26,2
101121,Body Care and Hygiene,Deodorant,3,18.09,17,75,2023-04-27,3
101122,Skin Care,Sunscreen,4,81.7,36,143,2020-03-04,8
101123,Hair Care,Conditioner,1,18.57,53,380,2023-03-08,3
101124,Hair Care,Hair Oil,1,20.82,30,216,2022-03-17,6
101125,Hair Care,Hair Oil,3,36.27,9,911,2020-12-25,8
101126,Hair Care,Hair Oil,1,13.72,46,410,2024-06-04,6
101127,Skin Care,Lip Balm,2,56.78,45,104,2024-03-18,1
101128,Body Care and Hygiene,Deodorant,2,6.93,36,309,2021-07-29,6
101129,Body Care and Hygiene,Deodorant,3,12.42,58,138,2024-12-09,6
101130,Hair Care,Shampoo,2,13.02,11,165,2020-02-28,2
101131,Hair Care,Conditioner,1,14.5,33,159,2024-03-05,1
101132,Skin Care,Sunscreen,3,14.75,38,583,2025-02-09,10
101133,Skin Care,Lip Balm,2,56.24,57,530,2024-06-20,1
101134,Body Care and Hygiene,Hand Sanitizer,3,8.23,56,686,2023-01-13,1
101135,Oral Care,Toothpaste,4,8.92,40,340,2020-08-28,8
101136,Body Care and Hygiene,Deodorant,2,12.12,52,854,2023-04-18,2
101137,Oral Care,Mouthwash,3,4.19,54,45,2021-03-15,5
101138,Body Care and Hygiene,Deodorant,2,15.45,41,721,2021-03-26,5
101139,Hair Care,Shampoo,2,41.32,19,910,2020-09-07,8
101140,Skin Care,Sunscreen,2,19.44,42,414,2020-12-04,1
101141,Body Care and Hygiene,Hand Sanitizer,2,23.08,10,894,2021-06-05,5
101142,Hair Care,Conditioner,2,34.76,16,35,2020-04-21,5
101143,Oral Care,Toothpaste,4,7.85,12,979,2022-06-23,5
101144,Skin Care,Face Wash,1,54.7,13,426,2023-08-16,4
101145,Body Care and Hygiene,Hand Sanitizer,3,19.33,45,285,2020-05-01,2
101146,Oral Care,Mouthwash,2,4.14,14,56,2024-09-03,10
101147,Oral Care,Toothpaste,2,18.41,6,13,2023-02-25,5
101148,Hair Care,Conditioner,1,48.4,45,244,2024-09-22,1
101149,Body Care and Hygiene,Hand Sanitizer,3,28.61,25,559,2022-01-08,8
101150,Body Care and Hygiene,Hand Sanitizer,4,19.01,28,786,2023-10-05,7
101151,Hair Care,Shampoo,2,12.82,38,766,2023-06-09,9
101152,Skin Care,Sunscreen,1,39.32,37,886,2020-12-02,7
101153,Body Care and Hygiene,Deodorant,2,23.18,9,661,2023-03-31,10
101154,Oral Care,Toothpaste,2,16.52,40,999,2021-11-27,5
101155,Body Care and Hygiene,Deodorant,3,7.1,9,883,2023-07-20,1
101156,Hair Care,Conditioner,4,44.96,16,517,2020-08-12,9
101157,Oral Care,Mouthwash,4,17.95,43,641,2023-12-09,8
101158,Body Care and Hygiene,Deodorant,2,9.82,43,490,2020-02-27,1
101159,Hair Care,Shampoo,1,47.2,59,494,2024-01-11,7
101160,Skin Care,Lip Balm,1,81.29,35,71,2025-02-06,1
101161,Hair Care,Hair Oil,3,36.68,11,155,2020-04-30,5
101162,Skin Care,Face Wash,4,78.99,11,899,2021-11-17,8
101163,Oral Care,Mouthwash,1,17.22,36,47,2025-01-21,2
101164,Hair Care,Shampoo,2,18.66,18,257,2024-06-19,4
101165,Oral Care,Toothpaste,3,10.22,20,856,2022-10-29,6
101166,Skin Care,Face Wash,3,40.36,21,975,2021-12-27,1
101167,Body Care and Hygiene,Hand Sanitizer,1,16.54,51,372,2021-03-02,7
101168,Skin Care,Lip Balm,2,97.13,47,519,2021-04-24,1
101169,Skin Care,Moisturizer,1,79.02,4,950,2024-07-01,1
101170,Skin Care,Lip Balm,4,38.14,6,116,2024-06-30,10
101171,Oral Care,Toothpaste,4,7.68,18,316,2024-10-10,4
101172,Skin Care,Face Wash,2,75.53,33,685,2021-06-22,9
101173,Skin Care,Sunscreen,1,34.03,49,657,2022-08-01,7
101174,Skin Care,Lip Balm,2,91.4,46,747,2022-03-26,9
101175,Hair Care,Shampoo,4,44.64,23,742,2023-02-19,10
101176,Body Care and Hygiene,Body Lotion,4,21.9,26,848,2021-07-31,1
101177,Hair Care,Shampoo,1,46.08,35,195,2024-06-18,6
101178,Skin Care,Face Wash,3,37.89,26,162,2020-08-23,8
101179,Body Care and Hygiene,Deodorant,1,24.85,53,413,2022-09-25,2
101180,Skin Care,Face Wash,4,12.82,52,795,2023-11-10,7
101181,Skin Care,Moisturizer,2,92.99,18,320,2023-08-19,10
101182,Skin Care,Sunscreen,2,89.46,32,81,2022-07-12,10
101183,Skin Care,Face Wash,2,55.27,56,234,2024-06-06,4
101184,Hair Care,Conditioner,3,48.43,7,716,2021-08-15,7
101185,Skin Care,Lip Balm,3,44.08,7,23,2022-04-04,3
101186,Hair Care,Conditioner,2,39.45,51,698,2021-06-30,9
101187,Body Care and Hygiene,Hand Sanitizer,2,6.56,54,804,2021-06-01,8
101188,Skin Care,Sunscreen,3,10.25,28,774,2024-06-23,6
101189,Skin Care,Sunscreen,4,64.93,51,153,2021-06-30,5
101190,Hair Care,Hair Oil,1,19.59,22,233,2021-12-04,6
101191,Body Care and Hygiene,Body Lotion,4,27.39,43,3,2021-06-14,5
101192,Skin Care,Moisturizer,2,26.12,40,676,2021-09-18,6
101193,Skin Care,Sunscreen,2,60.92,36,651,2024-11-25,9
101194,Skin Care,Moisturizer,3,91.91,25,163,2023-06-17,7
101195,Skin Care,Face Wash,1,76.29,55,403,2021-07-30,3
101196,Oral Care,Mouthwash,3,12.56,53,791,2022-01-25,7
101197,Skin Care,Lip Balm,3,58.85,55,174,2021-07-31,8
101198,Body Care and Hygiene,Deodorant,3,16.19,21,983,2022-12-20,8
101199,Oral Care,Toothpaste,3,18.52,28,246,2021-01-09,5
101200,Hair Care,Hair Oil,2,13.8,56,390,2020-08-06,5
101201,Oral Care,Mouthwash,3,10.57,1,385,2021-05-31,10
101202,Oral Care,Toothpaste,1,10.22,54,336,2023-03-31,1
101203,Hair Care,Conditioner,3,16.28,37,725,2024-06-21,2
101204,Hair Care,Shampoo,3,36.63,28,922,2024-10-31,4
101205,Oral Care,Toothpaste,3,17.98,1,606,2020-04-12,9
101206,Hair Care,Hair Oil,4,27.01,15,908,2022-06-18,9
101207,Hair Care,Conditioner,4,44.98,13,756,2024-12-05,4
101208,Hair Care,Shampoo,4,44.24,14,746,2021-11-05,3
101209,Body Care and Hygiene,Hand Sanitizer,3,27.92,14,906,2020-12-27,8
101210,Skin Care,Face Wash,1,48.38,19,823,2022-05-18,6
101211,Oral Care,Toothpaste,1,19.74,10,302,2021-08-31,2
101212,Skin Care,Sunscreen,2,62.92,36,228,2024-07-13,10
101213,Body Care and Hygiene,Hand Sanitizer,3,14.53,52,947,2020-06-21,4
101214,Skin Care,Face Wash,3,89.04,51,835,2021-06-15,2
101215,Oral Care,Toothpaste,3,8.25,26,985,2023-12-30,8
101216,Skin Care,Face Wash,4,16.16,28,529,2022-01-20,6
101217,Hair Care,Conditioner,1,11.03,31,372,2021-03-31,5
101218,Skin Care,Moisturizer,1,11.0,41,789,2021-10-06,7
101219,Hair Care,Conditioner,1,30.49,22,905,2022-12-24,6
101220,Body Care and Hygiene,Deodorant,4,9.04,56,179,2020-05-13,1
101221,Skin Care,Sunscreen,3,64.67,13,850,2023-05-08,4
101222,Body Care and Hygiene,Body Lotion,2,14.76,46,495,2022-02-15,3
101223,Oral Care,Toothpaste,1,9.91,18,862,2024-09-03,7
101224,Skin Care,Face Wash,3,42.36,14,303,2021-01-30,3
101225,Skin Care,Sunscreen,4,42.32,27,507,2024-05-26,10
101226,Body Care and Hygiene,Body Lotion,4,14.28,21,480,2024-08-10,8
101227,Body Care and Hygiene,Deodorant,2,4.46,16,694,2021-11-05,1
101228,Hair Care,Shampoo,3,19.75,4,116,2023-10-05,9
101229,Hair Care,Hair Oil,1,10.88,54,950,2020-12-27,3
101230,Skin Care,Sunscreen,1,23.72,3,714,2024-10-08,3
101231,Skin Care,Moisturizer,2,24.56,53,852,2022-12-04,10
101232,Skin Care,Sunscreen,3,31.55,60,136,2022-07-21,5
101233,Oral Care,Toothpaste,3,8.98,50,997,2020-02-19,1
101234,Hair Care,Shampoo,3,13.94,31,71,2023-08-25,6
101235,Oral Care,Toothpaste,1,10.4,40,795,2022-11-22,3
101236,Oral Care,Mouthwash,2,12.25,14,481,2024-08-12,7
101237,Hair Care,Hair Oil,3,16.1,25,103,2021-10-20,3
101238,Skin Care,Moisturizer,1,50.66,19,481,2021-03-11,6
101239,Body Care and Hygiene,Body Lotion,3,5.24,7,729,2023-01-03,7
101240,Oral Care,Mouthwash,4,14.52,23,313,2024-11-22,8
101241,Skin Care,Face Wash,1,47.28,14,830,2022-04-13,2
101242,Hair Care,Hair Oil,3,36.37,44,71,2023-05-26,7
101243,Skin Care,Lip Balm,4,13.2,7,442,2022-12-14,2
101244,Skin Care,Sunscreen,3,78.74,12,446,2022-06-02,10
101245,Hair Care,Hair Oil,2,10.82,27,716,2021-04-21,5
101246,Hair Care,Shampoo,2,22.23,14,944,2021-03-17,6
101247,Body Care and Hygiene,Hand Sanitizer,1,14.79,25,715,2022-10-12,3
101248,Body Care and Hygiene,Hand Sanitizer,1,17.24,26,154,2022-01-10,10
101249,Oral Care,Mouthwash,3,5.13,15,446,2022-01-12,4
101250,Skin Care,Moisturizer,1,46.71,48,875,2021-07-28,8
101251,Skin Care,Moisturizer,1,98.16,21,31,2020-07-21,8
101252,Hair Care,Hair Oil,2,9.54,10,203,2020-11-18,5
101253,Body Care and Hygiene,Body Lotion,3,28.03,49,903,2022-10-20,8
101254,Body Care and Hygiene,Deodorant,2,26.29,37,211,2023-08-11,9
101255,Hair Care,Shampoo,3,47.66,26,990,2022-08-07,7
101256,Oral Care,Toothpaste,4,3.45,9,214,2023-11-08,9
101257,Skin Care,Moisturizer,2,88.97,8,596,2022-09-28,10
101258,Skin Care,Sunscreen,2,57.58,27,852,2023-01-20,3
101259,Hair Care,Conditioner,2,41.77,19,262,2021-09-17,6
101260,Hair Care,Shampoo,2,41.4,17,482,2024-03-11,2
101261,Body Care and Hygiene,Deodorant,2,28.27,53,648,2023-05-04,10
101262,Skin Care,Moisturizer,4,49.2,44,290,2020-06-10,7
101263,Oral Care,Toothpaste,3,6.11,5,843,2020-11-14,5
101264,Body Care and Hygiene,Body Lotion,4,3.7,2,334,2021-09-25,6
101265,Body Care and Hygiene,Hand Sanitizer,2,4.34,20,993,2023-04-22,5
101266,Hair Care,Hair Oil,1,10.67,15,638,2024-03-26,3
101267,Body Care and Hygiene,Hand Sanitizer,2,23.25,47,949,2020-08-01,4
101268,Hair Care,Shampoo,4,42.59,2,476,2021-12-31,5
101269,Oral Care,Mouthwash,2,4.13,2,177,2022-04-03,3
101270,Oral Care,Mouthwash,4,9.29,5,307,2022-06-09,9
101271,Oral Care,Toothpaste,4,14.71,6,453,2024-09-04,5
101272,Hair Care,Hair Oil,4,33.35,30,496,2024-11-14,5
101273,Body Care and Hygiene,Deodorant,4,10.56,47,123,2022-03-24,4
101274,Skin Care,Face Wash,1,62.8,16,634,2023-10-31,8
101275,Hair Care,Shampoo,2,29.75,23,30,2020-07-30,8
101276,Oral Care,Toothpaste,4,7.76,58,528,2021-03-05,4
101277,Body Care and Hygiene,Hand Sanitizer,1,18.44,25,328,2023-05-16,1
101278,Skin Care,Face Wash,4,24.13,41,563,2023-08-10,4
101279,Hair Care,Shampoo,2,43.24,43,697,2020-10-11,1
101280,Hair Care,Hair Oil,1,17.02,34,679,2020-11-03,3
101281,Body Care and Hygiene,Deodorant,3,17.87,56,782,2021-07-20,2
101282,Hair Care,Hair Oil,3,12.95,2,439,2022-04-08,3
101283,Hair Care,Conditioner,1,38.04,25,775,2020-10-19,3
101284,Oral Care,Mouthwash,3,6.44,17,730,2021-11-08,3
101285,Skin Care,Moisturizer,3,75.32,40,723,2021-01-04,1
101286,Skin Care,Sunscreen,3,46.85,59,367,2022-08-05,5
101287,Body Care and Hygiene,Hand Sanitizer,1,9.81,51,636,2020-04-04,3
101288,Oral Care,Toothpaste,4,19.99,40,970,2024-09-22,2
101289,Oral Care,Toothpaste,2,5.84,19,81,2022-07-26,4
101290,Body Care and Hygiene,Hand Sanitizer,1,27.67,58,387,2020-12-31,10
101291,Oral Care,Mouthwash,1,11.65,39,459,2020-05-21,4
101292,Skin Care,Moisturizer,4,39.46,49,465,2024-11-20,3
101293,Skin Care,Lip Balm,1,44.21,52,851,2022-02-23,1
101294,Skin Care,Face Wash,2,42.68,30,858,2024-10-09,9
101295,Oral Care,Toothpaste,2,19.09,15,423,2024-08-27,4
101296,Oral Care,Mouthwash,1,19.02,9,874,2024-01-02,2
101297,Skin Care,Face Wash,2,65.67,54,170,2021-05-29,6
101298,Skin Care,Lip Balm,1,11.59,17,323,2024-07-14,6
101299,Body Care and Hygiene,Deodorant,4,4.59,24,148,2023-06-16,8
101300,Hair Care,Hair Oil,4,23.5,23,702,2024-01-20,5
101301,Skin Care,Moisturizer,3,58.54,4,796,2022-05-14,3
101302,Hair Care,Hair Oil,1,19.4,20,1000,2024-01-29,3
101303,Skin Care,Sunscreen,3,66.31,33,380,2024-04-19,8
