invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date
100905,Skin Care,Face Wash,4,90.44,4,811,2022-10-09
100906,Hair Care,Conditioner,3,49.91,34,216,2023-09-01
100907,Skin Care,Face Wash,2,87.63,31,219,2021-10-11
100908,Body Care and Hygiene,Hand Sanitizer,2,29.29,32,934,2023-10-08
100909,Body Care and Hygiene,Hand Sanitizer,2,6.79,26,76,2020-04-24
100910,Skin Care,Face Wash,4,79.79,43,433,2025-01-30
100911,Skin Care,Sunscreen,2,62.02,31,737,2021-04-29
100912,Hair Care,Shampoo,2,7.52,57,31,2023-09-04
100913,Skin Care,Sunscreen,3,84.09,54,628,2024-10-01
100914,Skin Care,Lip Balm,2,11.83,41,140,2024-07-14
100915,Body Care and Hygiene,Body Lotion,4,21.21,46,62,2021-10-18
100916,Hair Care,Hair Oil,4,43.41,24,219,2021-04-01
100917,Body Care and Hygiene,Hand Sanitizer,2,8.7,36,607,2020-06-30
100918,Hair Care,Shampoo,3,21.42,18,677,2022-03-22
100919,Hair Care,Hair Oil,4,46.35,48,533,2023-04-01
100920,Hair Care,Hair Oil,2,46.52,8,871,2024-08-24
100921,Oral Care,Toothpaste,1,15.84,13,173,2021-02-26
100922,Skin Care,Lip Balm,4,82.6,39,961,2021-10-28
100923,Body Care and Hygiene,Body Lotion,1,7.6,48,882,2021-05-25
100924,Hair Care,Hair Oil,4,7.33,8,272,2023-07-23
100925,Body Care and Hygiene,Deodorant,2,3.79,21,815,2023-03-19
100926,Body Care and Hygiene,Deodorant,1,16.01,28,798,2020-08-21
100927,Body Care and Hygiene,Deodorant,1,17.98,15,306,2023-08-18
100928,Body Care and Hygiene,Hand Sanitizer,2,5.15,59,82,2020-02-03
100929,Oral Care,Toothpaste,3,7.59,41,178,2022-09-10
100930,Skin Care,Lip Balm,1,54.44,42,934,2023-04-07
100931,Hair Care,Conditioner,1,9.15,27,730,2020-06-09
100932,Oral Care,Toothpaste,1,3.04,3,115,2022-10-29
100933,Skin Care,Sunscreen,2,27.09,37,842,2023-09-19
100934,Skin Care,Face Wash,4,42.91,27,804,2023-03-12
100935,Skin Care,Face Wash,4,39.77,57,489,2023-10-20
100936,Skin Care,Lip Balm,2,16.66,25,608,2023-01-31
100937,Skin Care,Face Wash,4,47.23,19,462,2020-05-10
100938,Body Care and Hygiene,Body Lotion,4,6.52,5,396,2020-05-05
100939,Hair Care,Conditioner,3,10.59,17,260,2024-05-14
100940,Hair Care,Shampoo,2,17.75,34,1,2022-09-23
100941,Oral Care,Toothpaste,4,14.72,11,57,2022-07-15
100942,Hair Care,Shampoo,2,24.31,40,570,2020-05-06
100943,Oral Care,Mouthwash,2,5.02,39,660,2020-07-19
100944,Oral Care,Toothpaste,2,18.39,38,847,2023-03-21
100945,Hair Care,Shampoo,3,14.5,45,684,2023-10-22
100946,Skin Care,Sunscreen,4,94.0,41,987,2020-04-01
100947,Skin Care,Sunscreen,2,82.08,1,677,2020-04-30
100948,Body Care and Hygiene,Deodorant,4,5.24,36,102,2020-04-09
100949,Oral Care,Toothpaste,4,4.98,43,459,2020-01-28
100950,Skin Care,Moisturizer,2,67.51,6,15,2024-10-20
100951,Hair Care,Conditioner,2,22.47,32,408,2021-08-21
100952,Hair Care,Conditioner,4,6.59,49,293,2023-04-23
100953,Skin Care,Lip Balm,1,18.22,43,937,2024-07-10
100954,Skin Care,Sunscreen,3,82.71,37,289,2022-07-01
100955,Hair Care,Conditioner,3,44.92,23,955,2021-11-01
100956,Skin Care,Face Wash,2,89.67,18,289,2023-09-12
100957,Hair Care,Shampoo,1,31.74,19,19,2020-07-05
100958,Skin Care,Lip Balm,3,23.89,28,10,2023-10-02
100959,Skin Care,Lip Balm,1,36.99,45,488,2023-10-24
100960,Hair Care,Hair Oil,2,34.7,56,263,2021-11-29
100961,Skin Care,Sunscreen,1,14.97,9,503,2023-11-18
100962,Oral Care,Mouthwash,2,3.41,35,614,2022-02-15
100963,Skin Care,Lip Balm,1,97.06,2,69,2024-12-21
100964,Oral Care,Mouthwash,3,15.72,15,19,2023-04-06
100965,Oral Care,Mouthwash,1,6.58,19,692,2022-05-15
100966,Skin Care,Sunscreen,4,61.87,24,310,2020-11-11
100967,Hair Care,Shampoo,3,32.9,50,895,2020-04-09
100968,Hair Care,Shampoo,1,40.06,24,932,2022-08-14
100969,Oral Care,Mouthwash,3,3.7,28,282,2023-02-15
100970,Oral Care,Toothpaste,4,12.47,29,978,2023-07-15
100971,Hair Care,Conditioner,2,30.61,29,307,2020-01-10
100972,Oral Care,Mouthwash,4,17.65,42,673,2022-03-10
100973,Body Care and Hygiene,Deodorant,3,8.88,36,394,2022-04-07
100974,Oral Care,Mouthwash,3,6.3,57,347,2023-11-03
100975,Hair Care,Shampoo,4,22.24,7,942,2023-06-24
100976,Skin Care,Sunscreen,2,25.81,18,716,2024-09-04
100977,Skin Care,Lip Balm,2,67.02,15,695,2024-10-11
100978,Skin Care,Sunscreen,4,78.44,31,396,2024-02-02
100979,Body Care and Hygiene,Deodorant,3,5.29,45,358,2023-07-16
100980,Skin Care,Moisturizer,1,75.86,35,546,2023-07-01
100981,Skin Care,Moisturizer,1,58.11,3,697,2021-06-09
100982,Body Care and Hygiene,Deodorant,2,21.04,55,622,2020-10-16
100983,Oral Care,Mouthwash,1,5.06,11,95,2024-09-09
100984,Skin Care,Moisturizer,4,54.99,21,794,2023-09-07
100985,Hair Care,Shampoo,2,25.32,6,367,2022-05-17
100986,Oral Care,Toothpaste,1,18.19,1,518,2020-12-10
100987,Skin Care,Sunscreen,2,22.07,50,183,2023-09-29
100988,Body Care and Hygiene,Body Lotion,4,22.75,5,599,2024-09-16
100989,Skin Care,Moisturizer,4,22.17,32,606,2024-09-21
100990,Hair Care,Conditioner,2,7.0,41,262,2022-04-15
100991,Hair Care,Hair Oil,1,29.37,34,561,2024-02-25
100992,Oral Care,Toothpaste,2,2.49,34,438,2021-12-06
100993,Skin Care,Moisturizer,4,51.4,21,883,2024-06-16
100994,Skin Care,Sunscreen,4,65.94,46,24,2024-09-26
100995,Body Care and Hygiene,Deodorant,3,15.63,24,38,2021-04-26
100996,Skin Care,Lip Balm,2,85.51,60,68,2020-03-05
100997,Skin Care,Face Wash,3,94.52,40,133,2023-04-30
100998,Body Care and Hygiene,Body Lotion,2,16.25,50,903,2021-10-26
100999,Body Care and Hygiene,Deodorant,4,19.34,58,249,2022-07-22
101000,Oral Care,Mouthwash,3,9.24,55,827,2022-10-28
101001,Skin Care,Sunscreen,3,35.12,18,606,2022-09-12
101002,Body Care and Hygiene,Body Lotion,1,28.59,23,790,2023-07-26
101003,Body Care and Hygiene,Body Lotion,3,21.28,56,922,2023-06-21
101004,Body Care and Hygiene,Body Lotion,4,7.77,44,225,2024-02-11
101005,Hair Care,Conditioner,2,46.56,53,148,2023-07-02
101006,Oral Care,Toothpaste,4,10.11,31,468,2023-03-21
101007,Oral Care,Toothpaste,2,3.11,12,324,2023-06-02
101008,Body Care and Hygiene,Body Lotion,2,11.02,28,349,2020-07-30
101009,Body Care and Hygiene,Deodorant,3,22.99,37,830,2024-05-11
101010,Oral Care,Toothpaste,1,3.86,44,229,2021-06-25
101011,Skin Care,Face Wash,4,97.85,26,37,2023-11-27
101012,Body Care and Hygiene,Deodorant,3,24.48,34,873,2020-04-18
101013,Skin Care,Face Wash,2,36.47,23,606,2021-04-12
101014,Hair Care,Hair Oil,3,31.1,44,792,2024-05-20
101015,Body Care and Hygiene,Body Lotion,4,8.63,6,20,2022-06-05
101016,Skin Care,Face Wash,1,19.7,9,368,2022-03-22
101017,Hair Care,Hair Oil,4,48.99,18,359,2024-12-17
101018,Skin Care,Lip Balm,1,98.71,55,951,2024-03-08
101019,Hair Care,Hair Oil,1,45.47,1,159,2023-08-16
101020,Skin Care,Face Wash,2,14.86,51,279,2023-07-26
101021,Body Care and Hygiene,Hand Sanitizer,4,6.81,4,39,2022-12-17
101022,Skin Care,Sunscreen,1,71.08,59,428,2022-04-15
101023,Skin Care,Face Wash,3,76.72,19,555,2024-02-09
101024,Hair Care,Hair Oil,2,28.98,56,307,2024-04-26
101025,Skin Care,Moisturizer,2,23.55,5,399,2020-06-02
101026,Body Care and Hygiene,Hand Sanitizer,1,17.96,4,643,2021-08-09
101027,Body Care and Hygiene,Body Lotion,4,14.68,2,571,2020-05-20
101028,Body Care and Hygiene,Hand Sanitizer,2,23.19,31,422,2023-05-16
101029,Skin Care,Face Wash,3,81.43,57,955,2022-03-10
101030,Body Care and Hygiene,Deodorant,3,22.81,6,778,2021-02-09
101031,Body Care and Hygiene,Body Lotion,4,27.53,49,85,2023-01-09
101032,Body Care and Hygiene,Deodorant,3,10.11,45,585,2021-03-15
101033,Oral Care,Toothpaste,3,5.62,23,520,2021-01-02
101034,Skin Care,Moisturizer,1,76.3,20,387,2023-09-09
101035,Hair Care,Conditioner,4,32.35,12,445,2023-10-13
101036,Hair Care,Hair Oil,4,14.42,32,944,2024-10-14
101037,Body Care and Hygiene,Hand Sanitizer,2,11.82,18,979,2021-08-10
101038,Skin Care,Face Wash,4,26.39,33,948,2024-04-12
101039,Hair Care,Conditioner,4,24.83,56,293,2023-03-14
101040,Body Care and Hygiene,Hand Sanitizer,3,12.39,38,70,2021-01-06
101041,Oral Care,Mouthwash,4,5.76,18,122,2020-04-16
101042,Skin Care,Moisturizer,3,68.38,54,429,2020-06-12
101043,Oral Care,Toothpaste,3,7.46,2,26,2021-11-13
101044,Hair Care,Conditioner,3,35.77,41,758,2021-09-20
101045,Body Care and Hygiene,Body Lotion,1,16.28,41,918,2021-11-12
101046,Hair Care,Shampoo,2,18.55,43,855,2024-02-04
101047,Body Care and Hygiene,Deodorant,2,19.24,55,379,2023-08-29
101048,Body Care and Hygiene,Hand Sanitizer,3,21.67,44,641,2022-09-09
101049,Body Care and Hygiene,Body Lotion,4,29.91,28,338,2020-06-17
101050,Hair Care,Shampoo,2,6.39,16,97,2022-05-09
101051,Skin Care,Moisturizer,1,34.56,38,856,2023-06-25
101052,Oral Care,Mouthwash,1,13.41,32,556,2021-11-23
101053,Skin Care,Moisturizer,2,47.06,44,318,2021-03-24
101054,Hair Care,Shampoo,1,26.25,51,880,2022-02-12
101055,Skin Care,Face Wash,2,20.38,59,538,2021-08-18
101056,Skin Care,Lip Balm,1,53.61,12,571,2023-12-01
101057,Hair Care,Hair Oil,4,13.57,21,512,2024-04-04
101058,Body Care and Hygiene,Body Lotion,3,24.64,56,969,2021-03-17
101059,Oral Care,Mouthwash,3,15.88,14,147,2022-09-27
101060,Hair Care,Conditioner,1,33.4,22,968,2022-01-12
101061,Skin Care,Sunscreen,3,70.9,25,535,2023-09-05
101062,Skin Care,Moisturizer,2,71.8,33,319,2020-05-08
101063,Hair Care,Conditioner,4,47.62,17,604,2023-07-11
101064,Hair Care,Conditioner,1,5.26,43,86,2021-12-23
101065,Hair Care,Hair Oil,3,37.12,31,603,2024-11-01
101066,Skin Care,Lip Balm,2,73.93,6,625,2022-07-06
101067,Skin Care,Lip Balm,3,73.57,29,542,2024-07-20
101068,Skin Care,Moisturizer,3,55.9,10,448,2023-12-15
101069,Oral Care,Toothpaste,2,10.87,34,534,2020-01-01
101070,Oral Care,Toothpaste,4,12.48,16,213,2024-07-12
101071,Skin Care,Sunscreen,1,68.97,43,944,2025-01-11
101072,Body Care and Hygiene,Hand Sanitizer,2,9.64,45,181,2021-01-19
101073,Skin Care,Lip Balm,3,79.51,11,748,2024-10-19
101074,Skin Care,Lip Balm,4,14.93,55,705,2025-02-03
101075,Skin Care,Moisturizer,4,59.25,44,211,2022-01-02
101076,Skin Care,Face Wash,1,28.41,59,813,2020-06-21
101077,Hair Care,Conditioner,3,17.84,42,791,2022-05-10
101078,Hair Care,Shampoo,1,12.13,18,338,2024-12-09
101079,Hair Care,Hair Oil,1,49.89,52,447,2022-11-30
101080,Skin Care,Sunscreen,3,50.01,45,526,2020-03-30
101081,Body Care and Hygiene,Hand Sanitizer,4,13.35,14,594,2020-03-19
101082,Body Care and Hygiene,Body Lotion,3,15.41,15,457,2024-05-17
101083,Skin Care,Sunscreen,1,44.55,3,364,2024-09-15
101084,Oral Care,Toothpaste,2,11.84,39,883,2020-06-12
101085,Hair Care,Shampoo,3,30.25,41,689,2020-01-27
101086,Skin Care,Moisturizer,1,24.26,13,877,2021-10-24
101087,Oral Care,Mouthwash,3,16.35,26,290,2020-09-17
101088,Oral Care,Toothpaste,4,4.17,40,976,2020-10-18
101089,Body Care and Hygiene,Hand Sanitizer,1,21.6,57,980,2020-03-12
101090,Oral Care,Mouthwash,1,13.8,52,120,2020-06-25
101091,Hair Care,Shampoo,3,12.08,39,592,2022-01-23
101092,Hair Care,Hair Oil,1,6.01,3,89,2023-06-04
101093,Skin Care,Sunscreen,3,34.35,37,17,2024-08-09
101094,Body Care and Hygiene,Body Lotion,1,26.39,60,307,2020-08-07
101095,Skin Care,Face Wash,3,24.96,22,767,2024-05-24
101096,Hair Care,Shampoo,2,18.2,22,96,2021-11-04
101097,Body Care and Hygiene,Body Lotion,4,7.96,52,540,2020-01-17
101098,Skin Care,Sunscreen,1,74.96,14,77,2020-12-30
101099,Hair Care,Conditioner,4,18.39,38,58,2023-10-20
101100,Body Care and Hygiene,Body Lotion,4,10.07,26,17,2022-04-02
101101,Hair Care,Shampoo,3,27.82,46,491,2023-04-27
101102,Body Care and Hygiene,Hand Sanitizer,4,4.78,53,681,2021-06-25
101103,Hair Care,Shampoo,4,18.18,14,19,2021-07-15
101104,Hair Care,Hair Oil,1,18.89,46,625,2023-05-02
101105,Hair Care,Conditioner,4,12.63,12,204,2020-03-14
101106,Skin Care,Sunscreen,1,76.58,12,866,2024-01-01
101107,Skin Care,Face Wash,4,87.4,34,634,2022-12-15
101108,Skin Care,Face Wash,1,27.06,9,415,2024-06-04
101109,Hair Care,Shampoo,1,47.06,33,47,2023-11-13
101110,Hair Care,Conditioner,1,22.31,36,85,2021-07-29
101111,Skin Care,Face Wash,2,44.86,30,358,2020-05-28
101112,Body Care and Hygiene,Deodorant,3,3.53,38,476,2020-11-27
101113,Body Care and Hygiene,Deodorant,1,29.07,25,118,2020-07-04
101114,Skin Care,Moisturizer,4,20.28,4,561,2021-07-17
101115,Body Care and Hygiene,Hand Sanitizer,1,27.08,40,243,2020-01-16
101116,Body Care and Hygiene,Hand Sanitizer,1,12.84,4,167,2022-01-06
101117,Hair Care,Conditioner,2,15.88,28,40,2024-02-13
101118,Body Care and Hygiene,Body Lotion,4,19.31,25,3,2021-02-28
101119,Hair Care,Hair Oil,3,12.9,33,447,2022-04-19
101120,Skin Care,Moisturizer,4,33.25,36,46,2022-01-28
101121,Hair Care,Shampoo,2,39.52,7,195,2022-03-13
101122,Body Care and Hygiene,Body Lotion,2,21.17,29,920,2024-09-21
101123,Oral Care,Mouthwash,2,17.98,58,191,2025-01-13
101124,Hair Care,Hair Oil,2,46.68,25,765,2024-04-14
101125,Body Care and Hygiene,Deodorant,3,6.14,17,185,2021-03-20
101126,Body Care and Hygiene,Deodorant,1,14.86,24,969,2023-01-06
101127,Hair Care,Conditioner,3,14.71,53,393,2022-06-18
101128,Body Care and Hygiene,Body Lotion,1,8.7,33,522,2024-02-20
101129,Hair Care,Conditioner,2,16.76,26,828,2020-04-12
101130,Hair Care,Shampoo,3,8.66,26,565,2020-04-01
101131,Skin Care,Sunscreen,3,73.27,59,191,2023-04-02
101132,Body Care and Hygiene,Deodorant,1,6.4,56,323,2021-07-29
101133,Body Care and Hygiene,Hand Sanitizer,2,19.56,54,213,2023-01-14
101134,Oral Care,Toothpaste,3,19.87,36,3,2023-09-04
101135,Oral Care,Toothpaste,3,18.78,42,249,2023-04-11
101136,Hair Care,Shampoo,2,37.34,41,294,2024-05-20
101137,Hair Care,Hair Oil,3,27.68,15,12,2024-01-30
101138,Hair Care,Hair Oil,3,12.63,28,505,2020-03-04
101139,Oral Care,Toothpaste,3,2.65,45,903,2022-07-18
101140,Body Care and Hygiene,Deodorant,1,9.51,55,236,2020-08-21
101141,Skin Care,Sunscreen,1,89.3,10,742,2022-01-31
101142,Hair Care,Shampoo,2,11.62,31,7,2020-09-02
101143,Skin Care,Face Wash,4,22.9,57,98,2023-01-23
101144,Skin Care,Moisturizer,4,91.57,32,666,2024-03-28
101145,Skin Care,Sunscreen,4,25.12,44,943,2020-05-29
101146,Skin Care,Sunscreen,3,68.37,42,45,2020-10-11
101147,Skin Care,Moisturizer,2,52.84,25,970,2022-06-30
101148,Body Care and Hygiene,Hand Sanitizer,4,11.68,57,568,2022-03-10
101149,Skin Care,Lip Balm,4,65.94,12,452,2023-02-10
101150,Hair Care,Hair Oil,2,6.16,60,660,2021-07-23
101151,Oral Care,Toothpaste,1,4.34,30,226,2020-02-20
101152,Skin Care,Moisturizer,4,44.28,40,842,2024-01-04
101153,Skin Care,Sunscreen,1,29.05,5,952,2021-09-12
101154,Skin Care,Lip Balm,3,64.98,27,260,2020-08-12
101155,Oral Care,Toothpaste,4,4.63,42,445,2023-02-11
101156,Body Care and Hygiene,Hand Sanitizer,3,4.29,8,463,2023-12-10
101157,Body Care and Hygiene,Body Lotion,4,13.06,42,60,2020-05-19
101158,Oral Care,Mouthwash,3,10.75,1,710,2023-03-08
101159,Hair Care,Conditioner,3,27.45,3,682,2023-04-25
101160,Body Care and Hygiene,Body Lotion,4,20.46,19,677,2022-02-07
101161,Hair Care,Hair Oil,1,9.49,46,615,2021-06-20
101162,Body Care and Hygiene,Hand Sanitizer,1,22.93,5,816,2024-09-20
101163,Body Care and Hygiene,Hand Sanitizer,1,17.3,47,690,2021-07-04
101164,Hair Care,Conditioner,1,17.93,17,28,2022-12-28
101165,Hair Care,Conditioner,3,14.42,29,620,2020-03-31
101166,Skin Care,Moisturizer,1,29.32,47,230,2020-05-13
101167,Body Care and Hygiene,Hand Sanitizer,4,16.18,16,381,2023-09-13
101168,Skin Care,Face Wash,4,85.88,25,631,2020-08-10
101169,Skin Care,Sunscreen,1,82.58,37,101,2022-06-26
101170,Skin Care,Moisturizer,1,26.67,34,857,2021-02-18
101171,Body Care and Hygiene,Body Lotion,4,11.43,36,161,2020-04-24
101172,Skin Care,Face Wash,4,90.1,38,333,2024-06-02
101173,Hair Care,Conditioner,3,5.41,14,241,2022-02-15
101174,Hair Care,Hair Oil,4,16.25,41,675,2021-10-19
101175,Oral Care,Toothpaste,1,18.56,10,457,2021-05-23
101176,Hair Care,Hair Oil,4,16.24,26,647,2021-12-23
101177,Hair Care,Conditioner,1,38.71,41,76,2020-09-04
101178,Hair Care,Hair Oil,1,16.53,12,356,2024-06-10
101179,Oral Care,Toothpaste,4,8.2,20,102,2025-01-25
101180,Skin Care,Lip Balm,2,12.59,17,31,2020-11-26
101181,Skin Care,Lip Balm,1,80.39,59,480,2023-07-01
101182,Skin Care,Sunscreen,3,41.85,7,204,2022-06-30
101183,Hair Care,Conditioner,4,12.52,27,942,2021-03-10
101184,Body Care and Hygiene,Hand Sanitizer,3,29.41,46,226,2021-02-21
101185,Hair Care,Conditioner,4,10.0,7,227,2024-02-04
101186,Body Care and Hygiene,Body Lotion,3,19.43,57,37,2024-07-17
101187,Hair Care,Shampoo,3,32.48,27,534,2021-10-21
101188,Skin Care,Lip Balm,1,50.33,9,725,2024-09-02
101189,Skin Care,Moisturizer,4,47.92,36,872,2023-10-15
101190,Hair Care,Shampoo,3,34.39,32,54,2020-12-04
101191,Body Care and Hygiene,Hand Sanitizer,1,3.54,54,376,2024-09-09
101192,Skin Care,Lip Balm,2,18.67,11,331,2023-03-27
101193,Body Care and Hygiene,Hand Sanitizer,3,21.31,3,307,2022-07-23
101194,Body Care and Hygiene,Deodorant,3,15.93,57,68,2023-01-24
101195,Body Care and Hygiene,Body Lotion,4,18.84,39,391,2024-04-26
101196,Body Care and Hygiene,Hand Sanitizer,2,24.43,8,197,2020-08-26
101197,Body Care and Hygiene,Hand Sanitizer,4,16.4,18,422,2021-06-20
101198,Skin Care,Lip Balm,1,81.76,35,859,2023-01-06
101199,Skin Care,Face Wash,2,24.47,57,244,2023-03-21
101200,Hair Care,Hair Oil,2,47.02,56,571,2021-07-31
101201,Hair Care,Hair Oil,1,33.35,18,811,2022-07-19
101202,Skin Care,Face Wash,4,50.23,52,880,2024-06-22
101203,Oral Care,Mouthwash,3,5.64,10,307,2024-07-27
101204,Skin Care,Lip Balm,4,13.27,53,307,2022-12-25
101205,Body Care and Hygiene,Deodorant,1,7.37,4,642,2023-02-28
101206,Skin Care,Sunscreen,4,36.96,50,428,2023-12-01
101207,Hair Care,Hair Oil,3,46.73,1,838,2022-09-10
101208,Body Care and Hygiene,Hand Sanitizer,2,7.3,16,116,2023-01-04
101209,Skin Care,Face Wash,2,62.32,41,757,2022-08-22
101210,Skin Care,Moisturizer,2,83.32,25,398,2024-07-20
101211,Oral Care,Mouthwash,4,4.77,4,139,2024-03-21
101212,Skin Care,Sunscreen,1,37.16,56,609,2023-08-24
101213,Hair Care,Hair Oil,2,7.39,17,566,2023-06-04
101214,Hair Care,Shampoo,4,30.11,51,275,2020-08-14
101215,Skin Care,Sunscreen,3,64.65,34,120,2023-01-23
101216,Body Care and Hygiene,Hand Sanitizer,4,8.82,35,887,2021-10-09
101217,Hair Care,Hair Oil,1,38.94,36,470,2020-09-30
101218,Body Care and Hygiene,Deodorant,2,14.1,53,549,2020-10-18
101219,Hair Care,Hair Oil,1,16.75,37,961,2022-04-12
101220,Skin Care,Lip Balm,4,55.65,52,798,2022-08-12
101221,Oral Care,Toothpaste,2,4.67,22,140,2020-02-18
101222,Hair Care,Conditioner,2,18.44,24,792,2023-06-29
101223,Hair Care,Hair Oil,3,42.27,7,691,2020-02-18
101224,Body Care and Hygiene,Hand Sanitizer,2,18.33,3,350,2024-08-03
101225,Hair Care,Conditioner,1,45.91,53,848,2021-03-25
101226,Skin Care,Sunscreen,4,15.94,31,700,2024-06-02
101227,Oral Care,Mouthwash,3,18.14,59,790,2024-01-13
101228,Skin Care,Face Wash,1,71.96,30,510,2022-08-05
101229,Hair Care,Conditioner,2,7.66,10,634,2023-09-02
101230,Body Care and Hygiene,Hand Sanitizer,4,19.65,32,814,2024-07-21
101231,Hair Care,Hair Oil,4,25.62,22,666,2022-05-17
101232,Hair Care,Shampoo,3,41.56,58,698,2020-10-31
101233,Oral Care,Mouthwash,3,5.74,53,221,2021-04-03
101234,Skin Care,Moisturizer,3,84.4,29,434,2024-06-20
101235,Hair Care,Hair Oil,2,23.06,55,122,2021-07-26
101236,Body Care and Hygiene,Deodorant,3,17.01,14,253,2024-09-26
101237,Hair Care,Conditioner,2,17.21,12,373,2023-02-19
101238,Hair Care,Hair Oil,2,17.21,2,40,2025-02-06
101239,Body Care and Hygiene,Body Lotion,3,26.64,52,600,2022-11-13
101240,Oral Care,Mouthwash,1,10.93,39,892,2020-02-18
101241,Skin Care,Face Wash,1,56.19,60,789,2020-07-10
101242,Hair Care,Conditioner,4,20.75,52,742,2020-04-05
101243,Skin Care,Sunscreen,4,93.02,8,798,2020-01-03
101244,Body Care and Hygiene,Body Lotion,1,18.79,25,788,2024-09-15
101245,Skin Care,Moisturizer,2,48.38,46,534,2020-09-28
101246,Skin Care,Face Wash,2,44.86,35,829,2023-10-26
101247,Skin Care,Face Wash,1,64.85,27,956,2023-05-16
101248,Skin Care,Sunscreen,1,90.73,59,136,2023-11-08
101249,Skin Care,Face Wash,1,88.72,39,909,2024-05-18
101250,Hair Care,Shampoo,2,38.04,5,924,2024-06-12
101251,Skin Care,Sunscreen,4,23.13,29,567,2021-12-06
101252,Body Care and Hygiene,Hand Sanitizer,1,16.81,38,992,2021-12-17
101253,Skin Care,Sunscreen,4,18.02,19,895,2024-11-03
101254,Body Care and Hygiene,Hand Sanitizer,1,5.91,7,909,2021-08-27
101255,Skin Care,Face Wash,4,84.72,12,459,2022-02-27
101256,Hair Care,Hair Oil,4,11.23,24,595,2021-02-22
101257,Body Care and Hygiene,Deodorant,4,16.6,10,630,2023-09-13
101258,Hair Care,Conditioner,3,21.51,4,527,2023-10-11
101259,Skin Care,Moisturizer,3,86.67,41,193,2024-10-25
101260,Skin Care,Sunscreen,3,87.68,32,374,2023-02-28
101261,Skin Care,Moisturizer,1,49.46,36,630,2021-02-05
101262,Body Care and Hygiene,Body Lotion,3,3.27,49,817,2021-10-23
101263,Body Care and Hygiene,Body Lotion,2,23.89,2,935,2020-07-10
101264,Oral Care,Toothpaste,1,8.05,42,935,2023-04-24
101265,Skin Care,Lip Balm,4,34.07,14,606,2024-12-23
101266,Body Care and Hygiene,Body Lotion,2,19.71,51,338,2020-10-23
101267,Hair Care,Hair Oil,1,12.83,7,155,2024-10-29
101268,Body Care and Hygiene,Hand Sanitizer,2,11.18,15,364,2021-03-20
101269,Hair Care,Hair Oil,1,27.46,25,744,2023-03-27
101270,Skin Care,Moisturizer,1,34.97,10,147,2022-11-24
101271,Skin Care,Moisturizer,2,30.6,52,349,2024-01-28
101272,Skin Care,Moisturizer,1,65.36,39,740,2023-05-26
101273,Skin Care,Face Wash,2,61.37,33,346,2020-01-19
101274,Hair Care,Conditioner,3,45.12,34,484,2024-12-09
101275,Hair Care,Shampoo,4,37.82,44,301,2020-11-30
101276,Skin Care,Moisturizer,3,28.2,22,181,2022-03-01
101277,Skin Care,Moisturizer,1,55.46,36,13,2020-02-03
101278,Body Care and Hygiene,Deodorant,2,28.19,46,655,2020-04-11
101279,Hair Care,Hair Oil,3,30.42,49,186,2024-11-02
101280,Hair Care,Shampoo,4,7.32,48,468,2022-02-04
101281,Hair Care,Hair Oil,4,32.28,23,620,2023-12-04
101282,Skin Care,Face Wash,2,60.19,13,689,2024-11-15
101283,Hair Care,Shampoo,2,37.23,51,248,2021-07-28
101284,Oral Care,Mouthwash,2,3.46,6,387,2022-02-04
101285,Skin Care,Moisturizer,3,68.43,28,805,2024-03-02
101286,Skin Care,Sunscreen,4,27.34,26,819,2022-01-08
101287,Skin Care,Face Wash,4,25.27,6,74,2022-04-12
101288,Body Care and Hygiene,Body Lotion,2,18.32,21,823,2021-05-02
101289,Body Care and Hygiene,Hand Sanitizer,3,22.85,40,971,2021-08-22
101290,Hair Care,Hair Oil,2,23.76,42,812,2023-05-09
101291,Skin Care,Face Wash,4,37.3,38,729,2022-05-28
101292,Hair Care,Hair Oil,4,33.99,3,560,2023-10-08
101293,Hair Care,Conditioner,4,34.16,42,400,2024-10-03
101294,Oral Care,Mouthwash,4,18.18,29,354,2021-06-15
101295,Hair Care,Hair Oil,2,14.37,55,908,2020-03-19
101296,Body Care and Hygiene,Body Lotion,2,7.95,32,836,2020-01-18
101297,Hair Care,Shampoo,2,48.99,48,307,2023-11-22
101298,Oral Care,Toothpaste,3,2.28,17,845,2022-01-04
101299,Oral Care,Toothpaste,1,11.9,34,751,2021-06-07
101300,Skin Care,Lip Balm,1,96.21,59,997,2022-09-30
101301,Skin Care,Face Wash,4,55.62,33,213,2021-08-16
101302,Hair Care,Shampoo,3,11.56,11,928,2020-10-21
101303,Oral Care,Toothpaste,3,18.05,49,981,2020-02-15
101304,Body Care and Hygiene,Deodorant,2,22.45,51,1000,2023-11-05
101305,Skin Care,Sunscreen,1,89.1,2,663,2020-03-23
101306,Hair Care,Shampoo,2,47.81,49,794,2023-08-21
101307,Hair Care,Hair Oil,1,33.79,52,982,2022-07-30
101308,Skin Care,Sunscreen,3,56.89,32,350,2020-06-03
101309,Skin Care,Lip Balm,1,89.49,14,109,2020-08-30
101310,Hair Care,Shampoo,2,22.36,54,788,2023-02-12
101311,Skin Care,Lip Balm,3,57.12,48,768,2020-06-06
101312,Oral Care,Toothpaste,2,11.74,35,720,2022-11-17
101313,Body Care and Hygiene,Hand Sanitizer,1,25.44,5,646,2024-12-24
